iteration,day,step,tumor_cells,rho_global,rho_max,hotspot_gap,active_regions,active_region_fraction,regional_cv,transition_ms
2840,119,8,82749,0.0789156,0.382385,0.30347,27,0.421875,1.65009,7.70765
2850,119,18,83881,0.0799952,0.383484,0.303489,27,0.421875,1.64466,8.07731
2860,120,4,84510,0.080595,0.383728,0.303133,27,0.421875,1.63706,7.71789
2870,120,14,84865,0.0809336,0.373901,0.292968,27,0.421875,1.62438,7.89402
2880,120,24,85393,0.0814371,0.393982,0.312545,27,0.421875,1.61709,7.89914
2890,121,10,86635,0.0826216,0.378235,0.295613,27,0.421875,1.6123,8.00256
2900,121,20,86350,0.0823498,0.378601,0.296251,26,0.40625,1.59899,7.73939
2910,122,6,87001,0.0829706,0.37085,0.287879,26,0.40625,1.59303,7.99232
2920,122,16,87083,0.0830488,0.378174,0.295125,26,0.40625,1.57535,7.84282
2930,123,2,88410,0.0843143,0.380188,0.295874,27,0.421875,1.56753,7.82234
2940,123,12,90495,0.0863028,0.386963,0.30066,27,0.421875,1.56861,8.5289
2950,123,22,90999,0.0867834,0.385376,0.298593,28,0.4375,1.55787,8.70707
2960,124,8,91702,0.0874538,0.396301,0.308847,29,0.453125,1.5527,8.82688
2970,124,18,92831,0.0885305,0.385315,0.296784,29,0.453125,1.53753,8.94157
2980,125,4,93498,0.0891666,0.386536,0.297369,29,0.453125,1.52981,8.84736
2990,125,14,93665,0.0893259,0.378906,0.28958,30,0.46875,1.51835,8.88525
3000,125,24,94513,0.0901346,0.376648,0.286513,30,0.46875,1.51082,9.12691
3010,126,10,94439,0.090064,0.390503,0.300439,31,0.484375,1.5079,8.92928
3020,126,20,95070,0.0906658,0.381592,0.290926,32,0.5,1.49238,9.28358
3030,127,6,96625,0.0921488,0.381348,0.289199,31,0.484375,1.484,9.34298
3040,127,16,97316,0.0928078,0.382874,0.290066,31,0.484375,1.47719,9.28461
3050,128,2,97542,0.0930233,0.374756,0.281733,31,0.484375,1.47123,9.43002
3060,128,12,99045,0.0944567,0.391785,0.297328,31,0.484375,1.46812,9.49658
3070,128,22,99633,0.0950174,0.389099,0.294082,31,0.484375,1.46642,9.89798
3080,129,8,100868,0.0961952,0.382996,0.2868,31,0.484375,1.4604,9.7239
3090,129,18,101296,0.0966034,0.385071,0.288467,31,0.484375,1.45851,9.84781
3100,130,4,101277,0.0965853,0.379944,0.283359,31,0.484375,1.45244,9.82528
3110,130,14,100560,0.0959015,0.37738,0.281479,31,0.484375,1.44522,9.4167
3120,130,24,102517,0.0977678,0.37793,0.280162,31,0.484375,1.4442,9.9543
3130,131,10,103460,0.0986671,0.387085,0.288418,32,0.5,1.43486,10.025
3140,131,20,105228,0.100353,0.386841,0.286488,31,0.484375,1.42661,10.5411
3150,132,6,104875,0.100017,0.385376,0.285359,32,0.5,1.41614,10.1714
3160,132,16,104857,0.0999994,0.37677,0.276771,33,0.515625,1.40449,10.0854
3170,133,2,105137,0.100266,0.378906,0.27864,32,0.5,1.39769,10.2298
3180,133,12,106031,0.101119,0.370972,0.269853,32,0.5,1.38396,10.1499
